specobjid,label,filepath
3.45823e+17,main_sequence,C:\Users\Harshit\OneDrive\Desktop\stellar-spectra-ai\data\raw\main_sequence\spec-0307-51663-0626.fits
4.07657e+17,main_sequence,C:\Users\Harshit\OneDrive\Desktop\stellar-spectra-ai\data\raw\main_sequence\spec-0362-51999-0297.fits
4.0767e+17,main_sequence,C:\Users\Harshit\OneDrive\Desktop\stellar-spectra-ai\data\raw\main_sequence\spec-0362-51999-0343.fits
4.07707e+17,main_sequence,C:\Users\Harshit\OneDrive\Desktop\stellar-spectra-ai\data\raw\main_sequence\spec-0362-51999-0477.fits
4.07719e+17,main_sequence,C:\Users\Harshit\OneDrive\Desktop\stellar-spectra-ai\data\raw\main_sequence\spec-0362-51999-0521.fits
4.26821e+17,main_sequence,C:\Users\Harshit\OneDrive\Desktop\stellar-spectra-ai\data\raw\main_sequence\spec-0379-51789-0383.fits
4.39182e+17,main_sequence,C:\Users\Harshit\OneDrive\Desktop\stellar-spectra-ai\data\raw\main_sequence\spec-0390-51900-0293.fits
4.39186e+17,main_sequence,C:\Users\Harshit\OneDrive\Desktop\stellar-spectra-ai\data\raw\main_sequence\spec-0390-51900-0309.fits
4.26766e+17,main_sequence,C:\Users\Harshit\OneDrive\Desktop\stellar-spectra-ai\data\raw\main_sequence\spec-0379-51789-0180.fits
4.26794e+17,main_sequence,C:\Users\Harshit\OneDrive\Desktop\stellar-spectra-ai\data\raw\main_sequence\spec-0379-51789-0283.fits
4.26797e+17,main_sequence,C:\Users\Harshit\OneDrive\Desktop\stellar-spectra-ai\data\raw\main_sequence\spec-0379-51789-0294.fits
4.27985e+17,main_sequence,C:\Users\Harshit\OneDrive\Desktop\stellar-spectra-ai\data\raw\main_sequence\spec-0380-51792-0519.fits
4.27991e+17,main_sequence,C:\Users\Harshit\OneDrive\Desktop\stellar-spectra-ai\data\raw\main_sequence\spec-0380-51792-0541.fits
4.28017e+17,main_sequence,C:\Users\Harshit\OneDrive\Desktop\stellar-spectra-ai\data\raw\main_sequence\spec-0380-51792-0637.fits
4.28992e+17,main_sequence,C:\Users\Harshit\OneDrive\Desktop\stellar-spectra-ai\data\raw\main_sequence\spec-0381-51811-0088.fits
4.28994e+17,main_sequence,C:\Users\Harshit\OneDrive\Desktop\stellar-spectra-ai\data\raw\main_sequence\spec-0381-51811-0096.fits
4.29052e+17,main_sequence,C:\Users\Harshit\OneDrive\Desktop\stellar-spectra-ai\data\raw\main_sequence\spec-0381-51811-0307.fits
4.29056e+17,main_sequence,C:\Users\Harshit\OneDrive\Desktop\stellar-spectra-ai\data\raw\main_sequence\spec-0381-51811-0319.fits
4.2907e+17,main_sequence,C:\Users\Harshit\OneDrive\Desktop\stellar-spectra-ai\data\raw\main_sequence\spec-0381-51811-0373.fits
3.254e+17,main_sequence,C:\Users\Harshit\OneDrive\Desktop\stellar-spectra-ai\data\raw\main_sequence\spec-0289-51990-0054.fits
3.25404e+17,main_sequence,C:\Users\Harshit\OneDrive\Desktop\stellar-spectra-ai\data\raw\main_sequence\spec-0289-51990-0070.fits
3.34412e+17,main_sequence,C:\Users\Harshit\OneDrive\Desktop\stellar-spectra-ai\data\raw\main_sequence\spec-0297-51959-0073.fits
3.43418e+17,main_sequence,C:\Users\Harshit\OneDrive\Desktop\stellar-spectra-ai\data\raw\main_sequence\spec-0305-51613-0066.fits
3.43427e+17,main_sequence,C:\Users\Harshit\OneDrive\Desktop\stellar-spectra-ai\data\raw\main_sequence\spec-0305-51613-0100.fits
3.43448e+17,main_sequence,C:\Users\Harshit\OneDrive\Desktop\stellar-spectra-ai\data\raw\main_sequence\spec-0305-51613-0178.fits
3.43462e+17,main_sequence,C:\Users\Harshit\OneDrive\Desktop\stellar-spectra-ai\data\raw\main_sequence\spec-0305-51613-0229.fits
3.43471e+17,main_sequence,C:\Users\Harshit\OneDrive\Desktop\stellar-spectra-ai\data\raw\main_sequence\spec-0305-51613-0261.fits
3.43487e+17,main_sequence,C:\Users\Harshit\OneDrive\Desktop\stellar-spectra-ai\data\raw\main_sequence\spec-0305-51613-0317.fits
3.43488e+17,main_sequence,C:\Users\Harshit\OneDrive\Desktop\stellar-spectra-ai\data\raw\main_sequence\spec-0305-51613-0323.fits
3.43489e+17,main_sequence,C:\Users\Harshit\OneDrive\Desktop\stellar-spectra-ai\data\raw\main_sequence\spec-0305-51613-0325.fits
3.43494e+17,main_sequence,C:\Users\Harshit\OneDrive\Desktop\stellar-spectra-ai\data\raw\main_sequence\spec-0305-51613-0345.fits
3.43505e+17,main_sequence,C:\Users\Harshit\OneDrive\Desktop\stellar-spectra-ai\data\raw\main_sequence\spec-0305-51613-0384.fits
3.43508e+17,main_sequence,C:\Users\Harshit\OneDrive\Desktop\stellar-spectra-ai\data\raw\main_sequence\spec-0305-51613-0396.fits
3.43515e+17,main_sequence,C:\Users\Harshit\OneDrive\Desktop\stellar-spectra-ai\data\raw\main_sequence\spec-0305-51613-0421.fits
3.43517e+17,main_sequence,C:\Users\Harshit\OneDrive\Desktop\stellar-spectra-ai\data\raw\main_sequence\spec-0305-51613-0427.fits
3.43519e+17,main_sequence,C:\Users\Harshit\OneDrive\Desktop\stellar-spectra-ai\data\raw\main_sequence\spec-0305-51613-0435.fits
3.44556e+17,main_sequence,C:\Users\Harshit\OneDrive\Desktop\stellar-spectra-ai\data\raw\main_sequence\spec-0306-51637-0111.fits
3.04029e+17,main_sequence,C:\Users\Harshit\OneDrive\Desktop\stellar-spectra-ai\data\raw\main_sequence\spec-0270-51909-0131.fits
3.04041e+17,main_sequence,C:\Users\Harshit\OneDrive\Desktop\stellar-spectra-ai\data\raw\main_sequence\spec-0270-51909-0174.fits
3.04115e+17,main_sequence,C:\Users\Harshit\OneDrive\Desktop\stellar-spectra-ai\data\raw\main_sequence\spec-0270-51909-0443.fits
3.04158e+17,main_sequence,C:\Users\Harshit\OneDrive\Desktop\stellar-spectra-ai\data\raw\main_sequence\spec-0270-51909-0602.fits
3.0416e+17,main_sequence,C:\Users\Harshit\OneDrive\Desktop\stellar-spectra-ai\data\raw\main_sequence\spec-0270-51909-0607.fits
3.04161e+17,main_sequence,C:\Users\Harshit\OneDrive\Desktop\stellar-spectra-ai\data\raw\main_sequence\spec-0270-51909-0610.fits
3.05207e+17,main_sequence,C:\Users\Harshit\OneDrive\Desktop\stellar-spectra-ai\data\raw\main_sequence\spec-0271-51883-0320.fits
4.50532e+17,main_sequence,C:\Users\Harshit\OneDrive\Desktop\stellar-spectra-ai\data\raw\main_sequence\spec-0400-51820-0627.fits
4.51491e+17,main_sequence,C:\Users\Harshit\OneDrive\Desktop\stellar-spectra-ai\data\raw\main_sequence\spec-0401-51788-0018.fits
4.51495e+17,main_sequence,C:\Users\Harshit\OneDrive\Desktop\stellar-spectra-ai\data\raw\main_sequence\spec-0401-51788-0033.fits
4.82057e+17,main_sequence,C:\Users\Harshit\OneDrive\Desktop\stellar-spectra-ai\data\raw\main_sequence\spec-0428-51883-0626.fits
5.00035e+17,main_sequence,C:\Users\Harshit\OneDrive\Desktop\stellar-spectra-ai\data\raw\main_sequence\spec-0444-51883-0494.fits
5.00046e+17,main_sequence,C:\Users\Harshit\OneDrive\Desktop\stellar-spectra-ai\data\raw\main_sequence\spec-0444-51883-0532.fits
3.82855e+17,main_sequence,C:\Users\Harshit\OneDrive\Desktop\stellar-spectra-ai\data\raw\main_sequence\spec-0340-51990-0177.fits
3.82873e+17,main_sequence,C:\Users\Harshit\OneDrive\Desktop\stellar-spectra-ai\data\raw\main_sequence\spec-0340-51990-0245.fits
3.82903e+17,main_sequence,C:\Users\Harshit\OneDrive\Desktop\stellar-spectra-ai\data\raw\main_sequence\spec-0340-51990-0354.fits
3.82904e+17,main_sequence,C:\Users\Harshit\OneDrive\Desktop\stellar-spectra-ai\data\raw\main_sequence\spec-0340-51990-0355.fits
3.82921e+17,main_sequence,C:\Users\Harshit\OneDrive\Desktop\stellar-spectra-ai\data\raw\main_sequence\spec-0340-51990-0420.fits
3.17621e+17,main_sequence,C:\Users\Harshit\OneDrive\Desktop\stellar-spectra-ai\data\raw\main_sequence\spec-0282-51658-0425.fits
3.17637e+17,main_sequence,C:\Users\Harshit\OneDrive\Desktop\stellar-spectra-ai\data\raw\main_sequence\spec-0282-51658-0485.fits
3.37823e+17,main_sequence,C:\Users\Harshit\OneDrive\Desktop\stellar-spectra-ai\data\raw\main_sequence\spec-0300-51943-0194.fits
3.37857e+17,main_sequence,C:\Users\Harshit\OneDrive\Desktop\stellar-spectra-ai\data\raw\main_sequence\spec-0300-51943-0317.fits
3.37871e+17,main_sequence,C:\Users\Harshit\OneDrive\Desktop\stellar-spectra-ai\data\raw\main_sequence\spec-0300-51943-0368.fits
3.3789e+17,main_sequence,C:\Users\Harshit\OneDrive\Desktop\stellar-spectra-ai\data\raw\main_sequence\spec-0300-51943-0435.fits
3.37896e+17,main_sequence,C:\Users\Harshit\OneDrive\Desktop\stellar-spectra-ai\data\raw\main_sequence\spec-0300-51943-0459.fits
4.42499e+17,main_sequence,C:\Users\Harshit\OneDrive\Desktop\stellar-spectra-ai\data\raw\main_sequence\spec-0393-51794-0075.fits
4.43605e+17,main_sequence,C:\Users\Harshit\OneDrive\Desktop\stellar-spectra-ai\data\raw\main_sequence\spec-0394-51913-0001.fits
4.43616e+17,main_sequence,C:\Users\Harshit\OneDrive\Desktop\stellar-spectra-ai\data\raw\main_sequence\spec-0394-51913-0043.fits
3.46859e+17,main_sequence,C:\Users\Harshit\OneDrive\Desktop\stellar-spectra-ai\data\raw\main_sequence\spec-0308-51662-0299.fits
3.70455e+17,main_sequence,C:\Users\Harshit\OneDrive\Desktop\stellar-spectra-ai\data\raw\main_sequence\spec-0329-52056-0122.fits
3.70478e+17,main_sequence,C:\Users\Harshit\OneDrive\Desktop\stellar-spectra-ai\data\raw\main_sequence\spec-0329-52056-0207.fits
3.7055e+17,main_sequence,C:\Users\Harshit\OneDrive\Desktop\stellar-spectra-ai\data\raw\main_sequence\spec-0329-52056-0470.fits
3.70554e+17,main_sequence,C:\Users\Harshit\OneDrive\Desktop\stellar-spectra-ai\data\raw\main_sequence\spec-0329-52056-0482.fits
3.8509e+17,main_sequence,C:\Users\Harshit\OneDrive\Desktop\stellar-spectra-ai\data\raw\main_sequence\spec-0342-51691-0117.fits
3.85093e+17,main_sequence,C:\Users\Harshit\OneDrive\Desktop\stellar-spectra-ai\data\raw\main_sequence\spec-0342-51691-0127.fits
3.85099e+17,main_sequence,C:\Users\Harshit\OneDrive\Desktop\stellar-spectra-ai\data\raw\main_sequence\spec-0342-51691-0150.fits
3.85167e+17,main_sequence,C:\Users\Harshit\OneDrive\Desktop\stellar-spectra-ai\data\raw\main_sequence\spec-0342-51691-0398.fits
3.85182e+17,main_sequence,C:\Users\Harshit\OneDrive\Desktop\stellar-spectra-ai\data\raw\main_sequence\spec-0342-51691-0451.fits
4.6289e+17,main_sequence,C:\Users\Harshit\OneDrive\Desktop\stellar-spectra-ai\data\raw\main_sequence\spec-0411-51817-0528.fits
4.30155e+17,main_sequence,C:\Users\Harshit\OneDrive\Desktop\stellar-spectra-ai\data\raw\main_sequence\spec-0382-51816-0221.fits
4.31291e+17,main_sequence,C:\Users\Harshit\OneDrive\Desktop\stellar-spectra-ai\data\raw\main_sequence\spec-0383-51818-0258.fits
3.3445e+17,main_sequence,C:\Users\Harshit\OneDrive\Desktop\stellar-spectra-ai\data\raw\main_sequence\spec-0297-51959-0211.fits
3.34462e+17,main_sequence,C:\Users\Harshit\OneDrive\Desktop\stellar-spectra-ai\data\raw\main_sequence\spec-0297-51959-0253.fits
3.3448e+17,main_sequence,C:\Users\Harshit\OneDrive\Desktop\stellar-spectra-ai\data\raw\main_sequence\spec-0297-51959-0319.fits
3.34489e+17,main_sequence,C:\Users\Harshit\OneDrive\Desktop\stellar-spectra-ai\data\raw\main_sequence\spec-0297-51959-0351.fits
3.34515e+17,main_sequence,C:\Users\Harshit\OneDrive\Desktop\stellar-spectra-ai\data\raw\main_sequence\spec-0297-51959-0448.fits
3.3552e+17,main_sequence,C:\Users\Harshit\OneDrive\Desktop\stellar-spectra-ai\data\raw\main_sequence\spec-0298-51955-0008.fits
3.44577e+17,main_sequence,C:\Users\Harshit\OneDrive\Desktop\stellar-spectra-ai\data\raw\main_sequence\spec-0306-51637-0189.fits
3.44606e+17,main_sequence,C:\Users\Harshit\OneDrive\Desktop\stellar-spectra-ai\data\raw\main_sequence\spec-0306-51637-0295.fits
3.49171e+17,main_sequence,C:\Users\Harshit\OneDrive\Desktop\stellar-spectra-ai\data\raw\main_sequence\spec-0310-51990-0515.fits
3.49191e+17,main_sequence,C:\Users\Harshit\OneDrive\Desktop\stellar-spectra-ai\data\raw\main_sequence\spec-0310-51990-0591.fits
3.50193e+17,main_sequence,C:\Users\Harshit\OneDrive\Desktop\stellar-spectra-ai\data\raw\main_sequence\spec-0311-51665-0140.fits
3.50253e+17,main_sequence,C:\Users\Harshit\OneDrive\Desktop\stellar-spectra-ai\data\raw\main_sequence\spec-0311-51665-0358.fits
3.50254e+17,main_sequence,C:\Users\Harshit\OneDrive\Desktop\stellar-spectra-ai\data\raw\main_sequence\spec-0311-51665-0359.fits
3.05255e+17,main_sequence,C:\Users\Harshit\OneDrive\Desktop\stellar-spectra-ai\data\raw\main_sequence\spec-0271-51883-0495.fits
3.0527e+17,main_sequence,C:\Users\Harshit\OneDrive\Desktop\stellar-spectra-ai\data\raw\main_sequence\spec-0271-51883-0549.fits
3.05295e+17,main_sequence,C:\Users\Harshit\OneDrive\Desktop\stellar-spectra-ai\data\raw\main_sequence\spec-0271-51883-0639.fits
3.0625e+17,main_sequence,C:\Users\Harshit\OneDrive\Desktop\stellar-spectra-ai\data\raw\main_sequence\spec-0272-51941-0019.fits
3.06257e+17,main_sequence,C:\Users\Harshit\OneDrive\Desktop\stellar-spectra-ai\data\raw\main_sequence\spec-0272-51941-0044.fits
3.06278e+17,main_sequence,C:\Users\Harshit\OneDrive\Desktop\stellar-spectra-ai\data\raw\main_sequence\spec-0272-51941-0120.fits
3.06303e+17,main_sequence,C:\Users\Harshit\OneDrive\Desktop\stellar-spectra-ai\data\raw\main_sequence\spec-0272-51941-0211.fits
3.06373e+17,main_sequence,C:\Users\Harshit\OneDrive\Desktop\stellar-spectra-ai\data\raw\main_sequence\spec-0272-51941-0466.fits
3.06387e+17,main_sequence,C:\Users\Harshit\OneDrive\Desktop\stellar-spectra-ai\data\raw\main_sequence\spec-0272-51941-0517.fits
3.06415e+17,main_sequence,C:\Users\Harshit\OneDrive\Desktop\stellar-spectra-ai\data\raw\main_sequence\spec-0272-51941-0620.fits
3.07373e+17,main_sequence,C:\Users\Harshit\OneDrive\Desktop\stellar-spectra-ai\data\raw\main_sequence\spec-0273-51957-0010.fits
5.01045e+17,main_sequence,C:\Users\Harshit\OneDrive\Desktop\stellar-spectra-ai\data\raw\main_sequence\spec-0445-51873-0071.fits
5.01192e+17,main_sequence,C:\Users\Harshit\OneDrive\Desktop\stellar-spectra-ai\data\raw\main_sequence\spec-0445-51873-0604.fits
5.02215e+17,main_sequence,C:\Users\Harshit\OneDrive\Desktop\stellar-spectra-ai\data\raw\main_sequence\spec-0446-51899-0232.fits
5.02234e+17,main_sequence,C:\Users\Harshit\OneDrive\Desktop\stellar-spectra-ai\data\raw\main_sequence\spec-0446-51899-0301.fits
5.2583e+17,main_sequence,C:\Users\Harshit\OneDrive\Desktop\stellar-spectra-ai\data\raw\main_sequence\spec-0467-51901-0126.fits
5.25878e+17,main_sequence,C:\Users\Harshit\OneDrive\Desktop\stellar-spectra-ai\data\raw\main_sequence\spec-0467-51901-0300.fits
5.25886e+17,main_sequence,C:\Users\Harshit\OneDrive\Desktop\stellar-spectra-ai\data\raw\main_sequence\spec-0467-51901-0331.fits
3.95224e+17,main_sequence,C:\Users\Harshit\OneDrive\Desktop\stellar-spectra-ai\data\raw\main_sequence\spec-0351-51695-0119.fits
3.95267e+17,main_sequence,C:\Users\Harshit\OneDrive\Desktop\stellar-spectra-ai\data\raw\main_sequence\spec-0351-51695-0276.fits
3.18679e+17,main_sequence,C:\Users\Harshit\OneDrive\Desktop\stellar-spectra-ai\data\raw\main_sequence\spec-0283-51959-0181.fits
3.18685e+17,main_sequence,C:\Users\Harshit\OneDrive\Desktop\stellar-spectra-ai\data\raw\main_sequence\spec-0283-51959-0202.fits
3.46926e+17,main_sequence,C:\Users\Harshit\OneDrive\Desktop\stellar-spectra-ai\data\raw\main_sequence\spec-0308-51662-0541.fits
3.46939e+17,main_sequence,C:\Users\Harshit\OneDrive\Desktop\stellar-spectra-ai\data\raw\main_sequence\spec-0308-51662-0587.fits
3.47907e+17,main_sequence,C:\Users\Harshit\OneDrive\Desktop\stellar-spectra-ai\data\raw\main_sequence\spec-0309-51994-0013.fits
3.47956e+17,main_sequence,C:\Users\Harshit\OneDrive\Desktop\stellar-spectra-ai\data\raw\main_sequence\spec-0309-51994-0191.fits
4.56136e+17,main_sequence,C:\Users\Harshit\OneDrive\Desktop\stellar-spectra-ai\data\raw\main_sequence\spec-0405-51816-0534.fits
3.85189e+17,main_sequence,C:\Users\Harshit\OneDrive\Desktop\stellar-spectra-ai\data\raw\main_sequence\spec-0342-51691-0478.fits
3.8521e+17,main_sequence,C:\Users\Harshit\OneDrive\Desktop\stellar-spectra-ai\data\raw\main_sequence\spec-0342-51691-0554.fits
3.86212e+17,main_sequence,C:\Users\Harshit\OneDrive\Desktop\stellar-spectra-ai\data\raw\main_sequence\spec-0343-51692-0102.fits
3.86213e+17,main_sequence,C:\Users\Harshit\OneDrive\Desktop\stellar-spectra-ai\data\raw\main_sequence\spec-0343-51692-0108.fits
3.86217e+17,main_sequence,C:\Users\Harshit\OneDrive\Desktop\stellar-spectra-ai\data\raw\main_sequence\spec-0343-51692-0122.fits
3.86241e+17,main_sequence,C:\Users\Harshit\OneDrive\Desktop\stellar-spectra-ai\data\raw\main_sequence\spec-0343-51692-0209.fits
3.86277e+17,main_sequence,C:\Users\Harshit\OneDrive\Desktop\stellar-spectra-ai\data\raw\main_sequence\spec-0343-51692-0341.fits
3.86322e+17,main_sequence,C:\Users\Harshit\OneDrive\Desktop\stellar-spectra-ai\data\raw\main_sequence\spec-0343-51692-0503.fits
3.86343e+17,main_sequence,C:\Users\Harshit\OneDrive\Desktop\stellar-spectra-ai\data\raw\main_sequence\spec-0343-51692-0579.fits
3.86358e+17,main_sequence,C:\Users\Harshit\OneDrive\Desktop\stellar-spectra-ai\data\raw\main_sequence\spec-0343-51692-0634.fits
3.8733e+17,main_sequence,C:\Users\Harshit\OneDrive\Desktop\stellar-spectra-ai\data\raw\main_sequence\spec-0344-51693-0074.fits
4.72919e+17,main_sequence,C:\Users\Harshit\OneDrive\Desktop\stellar-spectra-ai\data\raw\main_sequence\spec-0420-51871-0150.fits
4.72934e+17,main_sequence,C:\Users\Harshit\OneDrive\Desktop\stellar-spectra-ai\data\raw\main_sequence\spec-0420-51871-0202.fits
4.72938e+17,main_sequence,C:\Users\Harshit\OneDrive\Desktop\stellar-spectra-ai\data\raw\main_sequence\spec-0420-51871-0219.fits
4.73032e+17,main_sequence,C:\Users\Harshit\OneDrive\Desktop\stellar-spectra-ai\data\raw\main_sequence\spec-0420-51871-0559.fits
4.73036e+17,main_sequence,C:\Users\Harshit\OneDrive\Desktop\stellar-spectra-ai\data\raw\main_sequence\spec-0420-51871-0575.fits
4.74031e+17,main_sequence,C:\Users\Harshit\OneDrive\Desktop\stellar-spectra-ai\data\raw\main_sequence\spec-0421-51821-0097.fits
4.76342e+17,main_sequence,C:\Users\Harshit\OneDrive\Desktop\stellar-spectra-ai\data\raw\main_sequence\spec-0423-51821-0313.fits
4.31349e+17,main_sequence,C:\Users\Harshit\OneDrive\Desktop\stellar-spectra-ai\data\raw\main_sequence\spec-0383-51818-0471.fits
4.31366e+17,main_sequence,C:\Users\Harshit\OneDrive\Desktop\stellar-spectra-ai\data\raw\main_sequence\spec-0383-51818-0532.fits
4.32376e+17,main_sequence,C:\Users\Harshit\OneDrive\Desktop\stellar-spectra-ai\data\raw\main_sequence\spec-0384-51821-0109.fits
4.32413e+17,main_sequence,C:\Users\Harshit\OneDrive\Desktop\stellar-spectra-ai\data\raw\main_sequence\spec-0384-51821-0244.fits
4.32436e+17,main_sequence,C:\Users\Harshit\OneDrive\Desktop\stellar-spectra-ai\data\raw\main_sequence\spec-0384-51821-0329.fits
4.32456e+17,main_sequence,C:\Users\Harshit\OneDrive\Desktop\stellar-spectra-ai\data\raw\main_sequence\spec-0384-51821-0403.fits
4.32508e+17,main_sequence,C:\Users\Harshit\OneDrive\Desktop\stellar-spectra-ai\data\raw\main_sequence\spec-0384-51821-0590.fits
3.35531e+17,main_sequence,C:\Users\Harshit\OneDrive\Desktop\stellar-spectra-ai\data\raw\main_sequence\spec-0298-51955-0047.fits
3.35537e+17,main_sequence,C:\Users\Harshit\OneDrive\Desktop\stellar-spectra-ai\data\raw\main_sequence\spec-0298-51955-0068.fits
3.35555e+17,main_sequence,C:\Users\Harshit\OneDrive\Desktop\stellar-spectra-ai\data\raw\main_sequence\spec-0298-51955-0133.fits
3.35577e+17,main_sequence,C:\Users\Harshit\OneDrive\Desktop\stellar-spectra-ai\data\raw\main_sequence\spec-0298-51955-0215.fits
3.35583e+17,main_sequence,C:\Users\Harshit\OneDrive\Desktop\stellar-spectra-ai\data\raw\main_sequence\spec-0298-51955-0237.fits
3.35611e+17,main_sequence,C:\Users\Harshit\OneDrive\Desktop\stellar-spectra-ai\data\raw\main_sequence\spec-0298-51955-0338.fits
3.35617e+17,main_sequence,C:\Users\Harshit\OneDrive\Desktop\stellar-spectra-ai\data\raw\main_sequence\spec-0298-51955-0360.fits
3.35644e+17,main_sequence,C:\Users\Harshit\OneDrive\Desktop\stellar-spectra-ai\data\raw\main_sequence\spec-0298-51955-0458.fits
3.35646e+17,main_sequence,C:\Users\Harshit\OneDrive\Desktop\stellar-spectra-ai\data\raw\main_sequence\spec-0298-51955-0466.fits
3.64794e+17,main_sequence,C:\Users\Harshit\OneDrive\Desktop\stellar-spectra-ai\data\raw\main_sequence\spec-0324-51666-0007.fits
3.64799e+17,main_sequence,C:\Users\Harshit\OneDrive\Desktop\stellar-spectra-ai\data\raw\main_sequence\spec-0324-51666-0026.fits
3.648e+17,main_sequence,C:\Users\Harshit\OneDrive\Desktop\stellar-spectra-ai\data\raw\main_sequence\spec-0324-51666-0031.fits
3.64803e+17,main_sequence,C:\Users\Harshit\OneDrive\Desktop\stellar-spectra-ai\data\raw\main_sequence\spec-0324-51666-0040.fits
3.64806e+17,main_sequence,C:\Users\Harshit\OneDrive\Desktop\stellar-spectra-ai\data\raw\main_sequence\spec-0324-51666-0051.fits
3.64812e+17,main_sequence,C:\Users\Harshit\OneDrive\Desktop\stellar-spectra-ai\data\raw\main_sequence\spec-0324-51666-0074.fits
3.64816e+17,main_sequence,C:\Users\Harshit\OneDrive\Desktop\stellar-spectra-ai\data\raw\main_sequence\spec-0324-51666-0088.fits
3.64821e+17,main_sequence,C:\Users\Harshit\OneDrive\Desktop\stellar-spectra-ai\data\raw\main_sequence\spec-0324-51666-0108.fits
3.64825e+17,main_sequence,C:\Users\Harshit\OneDrive\Desktop\stellar-spectra-ai\data\raw\main_sequence\spec-0324-51666-0120.fits
3.64827e+17,main_sequence,C:\Users\Harshit\OneDrive\Desktop\stellar-spectra-ai\data\raw\main_sequence\spec-0324-51666-0127.fits
3.64835e+17,main_sequence,C:\Users\Harshit\OneDrive\Desktop\stellar-spectra-ai\data\raw\main_sequence\spec-0324-51666-0159.fits
